id,customer_code,first_name,last_name,email,phone,gender,date_of_birth,city,country,segment,registered_date,is_active,created_at,updated_at
1164,CUST-01164,Long,Nguyễn,long.nguyen2905@outlook.com,0764857988,Male,1972-03-15,Thái Nguyên,Vietnam,Corporate,2023-03-06,1,2023-03-06 09:00:00,2023-03-06 09:00:00
1165,CUST-01165,Hạnh,Vũ,hạnh.vũ6598@outlook.com,0320329909,Other,1985-05-27,Hà Nội,Vietnam,Home Office,2023-02-26,1,2023-02-26 09:00:00,2023-02-26 09:00:00
1166,CUST-01166,Phong,Đoàn,phong.doan5409@gmail.com,0581688392,Male,1973-11-13,Hà Nội,Vietnam,Consumer,2023-11-16,1,2023-11-16 09:00:00,2023-11-16 09:00:00
1167,CUST-01167,Hương,Phan,huong.phan8955@yahoo.com,0360603850,Other,1982-12-24,Vinh,Vietnam,Consumer,2023-12-03,1,2023-12-03 09:00:00,2023-12-03 09:00:00
1168,CUST-01168,Hoàng,Võ,hoang.võ8111@hotmail.com,0828948963,Male,1990-10-04,TP. Hồ Chí Minh,Vietnam,Home Office,2024-10-05,1,2024-10-05 09:00:00,2024-10-05 09:00:00
1169,CUST-01169,Mỹ,Đỗ,my.do5581@outlook.com,0826700475,Female,1966-12-17,Biên Hòa,Vietnam,Consumer,2023-01-26,0,2023-01-26 09:00:00,2023-01-26 09:00:00
1170,CUST-01170,Thu,Dương,thu.duong5812@gmail.com,0969753411,Female,1999-04-02,TP. Hồ Chí Minh,Vietnam,Consumer,2023-08-01,1,2023-08-01 09:00:00,2023-08-01 09:00:00
1171,CUST-01171,Hoa,Võ,hoa.võ2417@hotmail.com,0799017706,Other,1972-04-15,Huế,Vietnam,Consumer,2023-03-26,0,2023-03-26 09:00:00,2023-03-26 09:00:00
1172,CUST-01172,Thiên,Lý,thien.ly4152@gmail.com,0792796365,Male,1980-06-03,Hà Nội,Vietnam,Corporate,2023-12-02,1,2023-12-02 09:00:00,2023-12-02 09:00:00
1173,CUST-01173,Trinh,Ngô,trinh.ngo6738@outlook.com,0774231220,Female,1996-10-20,Vũng Tàu,Vietnam,Corporate,2023-05-17,1,2023-05-17 09:00:00,2023-05-17 09:00:00
1174,CUST-01174,Tâm,Phan,tam.phan4025@outlook.com,0704162987,Other,1964-06-24,Hà Nội,Vietnam,Consumer,2023-06-04,1,2023-06-04 09:00:00,2023-06-04 09:00:00
1175,CUST-01175,Hưng,Tô,hung.to5855@hotmail.com,0947217618,Other,1996-09-16,Bình Dương,Vietnam,Consumer,2024-07-26,1,2024-07-26 09:00:00,2024-07-26 09:00:00
1176,CUST-01176,Hằng,Vũ,hằng.vũ5200@yahoo.com,0779111108,Female,1992-05-14,TP. Hồ Chí Minh,Vietnam,Corporate,2023-03-14,1,2023-03-14 09:00:00,2023-03-14 09:00:00
1177,CUST-01177,Hương,Đoàn,huong.doan3514@hotmail.com,0891682140,Female,1961-09-22,Đà Nẵng,Vietnam,Consumer,2023-07-20,1,2023-07-20 09:00:00,2023-07-20 09:00:00
1178,CUST-01178,Nhi,Trịnh,nhi.trịnh1551@yahoo.com,0975965727,Other,1965-11-24,Hà Nội,Vietnam,Consumer,2023-05-22,0,2023-05-22 09:00:00,2023-05-22 09:00:00
1179,CUST-01179,Thu,Tô,thu.to5458@hotmail.com,0388367665,Other,2005-01-03,Bình Dương,Vietnam,Consumer,2023-03-24,1,2023-03-24 09:00:00,2023-03-24 09:00:00
1180,CUST-01180,Quân,Đỗ,quan.do8414@yahoo.com,0581090358,Other,1967-07-07,Biên Hòa,Vietnam,Consumer,2024-05-02,1,2024-05-02 09:00:00,2024-05-02 09:00:00
1181,CUST-01181,Hoàng,Hồ,hoang.ho2238@outlook.com,0816645099,Male,1965-01-18,Cần Thơ,Vietnam,Corporate,2023-02-07,1,2023-02-07 09:00:00,2023-02-07 09:00:00
1182,CUST-01182,Diệu,Đặng,dieu.dang7061@yahoo.com,0375223728,Female,1969-04-02,Vinh,Vietnam,Consumer,2023-08-06,1,2023-08-06 09:00:00,2023-08-06 09:00:00
1183,CUST-01183,Khoa,Đỗ,khoa.do7413@hotmail.com,0788178847,Male,1962-04-15,Huế,Vietnam,Corporate,2023-12-21,1,2023-12-21 09:00:00,2023-12-21 09:00:00
1184,CUST-01184,Hương,Lê,huong.le342@hotmail.com,0368938212,Female,1960-02-12,Thái Nguyên,Vietnam,Corporate,2023-01-25,0,2023-01-25 09:00:00,2023-01-25 09:00:00
1185,CUST-01185,Đức,Hoàng,duc.hoang9607@hotmail.com,0853347272,Male,1998-02-17,Vũng Tàu,Vietnam,Consumer,2023-07-23,1,2023-07-23 09:00:00,2023-07-23 09:00:00
1186,CUST-01186,Dũng,Tô,dũng.to1095@hotmail.com,0940622178,Male,2004-01-07,Mỹ Tho,Vietnam,Consumer,2023-04-16,0,2023-04-16 09:00:00,2023-04-16 09:00:00
1187,CUST-01187,Nam,Tô,nam.to3608@outlook.com,0585459205,Male,1987-06-15,Vũng Tàu,Vietnam,Consumer,2024-02-21,1,2024-02-21 09:00:00,2024-02-21 09:00:00
1188,CUST-01188,Vy,Hồ,vy.ho4489@hotmail.com,0368341906,Other,1959-01-20,Đà Nẵng,Vietnam,Home Office,2023-03-18,1,2023-03-18 09:00:00,2023-03-18 09:00:00
1189,CUST-01189,Hạnh,Đặng,hạnh.dang8594@outlook.com,0936546634,Female,2005-04-10,Mỹ Tho,Vietnam,Corporate,2023-10-27,1,2023-10-27 09:00:00,2023-10-27 09:00:00
1190,CUST-01190,Kiên,Huỳnh,kien.huynh6827@outlook.com,0978132613,Other,1986-01-03,TP. Hồ Chí Minh,Vietnam,Corporate,2023-05-20,1,2023-05-20 09:00:00,2023-05-20 09:00:00
1191,CUST-01191,Quỳnh,Đinh,quynh.dinh4997@outlook.com,0383433578,Female,2001-02-17,TP. Hồ Chí Minh,Vietnam,Consumer,2023-01-18,0,2023-01-18 09:00:00,2023-01-18 09:00:00
1192,CUST-01192,Sơn,Lý,son.ly2916@outlook.com,0918015358,Male,1960-04-06,TP. Hồ Chí Minh,Vietnam,Consumer,2023-01-19,1,2023-01-19 09:00:00,2023-01-19 09:00:00
1193,CUST-01193,Quân,Nguyễn,quan.nguyen8363@hotmail.com,0852405800,Male,1965-05-28,Nha Trang,Vietnam,Corporate,2023-07-03,1,2023-07-03 09:00:00,2023-07-03 09:00:00
1194,CUST-01194,Khải,Đoàn,khải.doan8683@gmail.com,0816820432,Other,1989-04-04,Thái Nguyên,Vietnam,Consumer,2023-04-29,0,2023-04-29 09:00:00,2023-04-29 09:00:00
1195,CUST-01195,Quỳnh,Dương,quynh.duong7959@yahoo.com,0338429850,Female,1966-04-14,Đà Nẵng,Vietnam,Consumer,2023-06-12,0,2023-06-12 09:00:00,2023-06-12 09:00:00
1196,CUST-01196,Mai,Huỳnh,mai.huynh2309@hotmail.com,0978917045,Female,1981-11-10,TP. Hồ Chí Minh,Vietnam,Consumer,2024-07-20,1,2024-07-20 09:00:00,2024-07-20 09:00:00
1197,CUST-01197,Hằng,Lý,hằng.ly2651@yahoo.com,0564588366,Female,1973-11-10,Hà Nội,Vietnam,Consumer,2023-08-10,1,2023-08-10 09:00:00,2023-08-10 09:00:00
1198,CUST-01198,Vy,Trịnh,vy.trịnh622@gmail.com,0331461039,Other,1991-09-04,Hà Nội,Vietnam,Corporate,2024-06-21,1,2024-06-21 09:00:00,2024-06-21 09:00:00
1199,CUST-01199,Hạnh,Huỳnh,hạnh.huynh6706@yahoo.com,0814448304,Other,1977-06-21,Hà Nội,Vietnam,Consumer,2023-04-05,0,2023-04-05 09:00:00,2023-04-05 09:00:00
1200,CUST-01200,Minh,Dương,minh.duong2014@yahoo.com,0852044845,Male,1963-06-27,Đà Nẵng,Vietnam,Home Office,2024-05-09,1,2024-05-09 09:00:00,2024-05-09 09:00:00
1201,CUST-01201,Lam,Huỳnh,lam.huynh5000@yahoo.com,0814278412,Female,1985-02-05,Thái Nguyên,Vietnam,Corporate,2024-10-17,1,2024-10-17 09:00:00,2024-10-17 09:00:00
1202,CUST-01202,Phong,Lê,phong.le4198@gmail.com,0564789136,Other,1985-09-10,Đà Nẵng,Vietnam,Consumer,2024-10-07,1,2024-10-07 09:00:00,2024-10-07 09:00:00
1203,CUST-01203,Anh,Hồ,anh.ho6219@hotmail.com,0369136215,Male,1958-07-01,TP. Hồ Chí Minh,Vietnam,Consumer,2023-09-22,1,2023-09-22 09:00:00,2023-09-22 09:00:00
1204,CUST-01204,Hạnh,Huỳnh,hạnh.huynh8938@outlook.com,0971154479,Female,1980-08-02,Nha Trang,Vietnam,Consumer,2023-08-16,1,2023-08-16 09:00:00,2023-08-16 09:00:00
1205,CUST-01205,Hương,Tô,huong.to3114@yahoo.com,0583020682,Female,1990-05-11,Bình Dương,Vietnam,Consumer,2023-02-24,0,2023-02-24 09:00:00,2023-02-24 09:00:00
1206,CUST-01206,Bích,Tô,bich.to9365@hotmail.com,0812117088,Other,1960-02-18,Huế,Vietnam,Home Office,2024-06-04,1,2024-06-04 09:00:00,2024-06-04 09:00:00
1207,CUST-01207,Duy,Hoàng,duy.hoang7854@hotmail.com,0582398471,Male,1993-02-23,Đà Nẵng,Vietnam,Consumer,2023-03-09,1,2023-03-09 09:00:00,2023-03-09 09:00:00
1208,CUST-01208,Ngân,Đoàn,ngan.doan2972@outlook.com,0837599117,Female,1985-06-02,TP. Hồ Chí Minh,Vietnam,Consumer,2024-02-06,1,2024-02-06 09:00:00,2024-02-06 09:00:00
1209,CUST-01209,Thiên,Dương,thien.duong2979@yahoo.com,0325422162,Male,1995-11-13,TP. Hồ Chí Minh,Vietnam,Consumer,2023-09-24,1,2023-09-24 09:00:00,2023-09-24 09:00:00
1210,CUST-01210,Thủy,Đinh,thủy.dinh1427@hotmail.com,0372577545,Female,1982-03-28,Hải Phòng,Vietnam,Consumer,2023-05-19,1,2023-05-19 09:00:00,2023-05-19 09:00:00
1211,CUST-01211,Long,Lê,long.le3595@yahoo.com,0839143827,Male,1966-03-07,Đà Nẵng,Vietnam,Consumer,2024-02-11,1,2024-02-11 09:00:00,2024-02-11 09:00:00
1212,CUST-01212,Thảo,Ngô,thảo.ngo1522@gmail.com,0839098245,Female,2003-07-22,Hà Nội,Vietnam,Consumer,2023-09-28,1,2023-09-28 09:00:00,2023-09-28 09:00:00
1213,CUST-01213,Phương,Hoàng,phuong.hoang1898@hotmail.com,0902476174,Female,2003-01-02,Hà Nội,Vietnam,Consumer,2023-07-29,1,2023-07-29 09:00:00,2023-07-29 09:00:00
1214,CUST-01214,Thanh,Vũ,thanh.vũ7318@yahoo.com,0331701175,Female,1988-08-28,Huế,Vietnam,Consumer,2024-02-05,1,2024-02-05 09:00:00,2024-02-05 09:00:00
1215,CUST-01215,Sơn,Trịnh,son.trịnh3512@yahoo.com,0583346800,Male,1996-01-08,Đà Nẵng,Vietnam,Consumer,2023-03-30,1,2023-03-30 09:00:00,2023-03-30 09:00:00
1216,CUST-01216,Lâm,Lê,lam.le7438@yahoo.com,0841625055,Male,1997-03-09,TP. Hồ Chí Minh,Vietnam,Consumer,2024-09-24,1,2024-09-24 09:00:00,2024-09-24 09:00:00
1217,CUST-01217,Thanh,Đoàn,thanh.doan3441@outlook.com,0563485842,Female,1962-12-15,TP. Hồ Chí Minh,Vietnam,Consumer,2023-03-12,0,2023-03-12 09:00:00,2023-03-12 09:00:00
1218,CUST-01218,Mỹ,Đặng,my.dang5534@yahoo.com,0907500170,Female,1987-01-14,Hà Nội,Vietnam,Home Office,2023-08-14,1,2023-08-14 09:00:00,2023-08-14 09:00:00
1219,CUST-01219,Vĩnh,Hoàng,vĩnh.hoang105@yahoo.com,0586162287,Male,1962-01-19,Cần Thơ,Vietnam,Consumer,2023-01-23,0,2023-01-23 09:00:00,2023-01-23 09:00:00
1220,CUST-01220,Duy,Đoàn,duy.doan8314@outlook.com,0584749297,Male,1960-03-22,TP. Hồ Chí Minh,Vietnam,Consumer,2023-09-03,1,2023-09-03 09:00:00,2023-09-03 09:00:00
1221,CUST-01221,Hoa,Đỗ,hoa.do3722@gmail.com,0380241300,Female,1985-05-27,Hà Nội,Vietnam,Consumer,2023-10-16,1,2023-10-16 09:00:00,2023-10-16 09:00:00
1222,CUST-01222,Nam,Dương,nam.duong4926@yahoo.com,0342434535,Other,1962-12-11,TP. Hồ Chí Minh,Vietnam,Home Office,2023-03-20,1,2023-03-20 09:00:00,2023-03-20 09:00:00
1223,CUST-01223,Bích,Trần,bich.tran3197@gmail.com,0907380799,Female,1989-02-20,Hà Nội,Vietnam,Corporate,2023-09-04,1,2023-09-04 09:00:00,2023-09-04 09:00:00
1224,CUST-01224,Phong,Hồ,phong.ho5981@yahoo.com,0396330575,Male,1958-10-27,Nha Trang,Vietnam,Consumer,2023-02-24,1,2023-02-24 09:00:00,2023-02-24 09:00:00
1225,CUST-01225,Bảo,Lý,bảo.ly6763@outlook.com,0901538201,Other,1982-06-06,Hà Nội,Vietnam,Consumer,2023-02-01,1,2023-02-01 09:00:00,2023-02-01 09:00:00
1226,CUST-01226,Hải,Trịnh,hải.trịnh6592@yahoo.com,0346501240,Male,1971-05-04,TP. Hồ Chí Minh,Vietnam,Corporate,2023-06-23,0,2023-06-23 09:00:00,2023-06-23 09:00:00
1227,CUST-01227,Đức,Lý,duc.ly8752@gmail.com,0761506852,Male,1994-10-12,TP. Hồ Chí Minh,Vietnam,Consumer,2024-06-06,1,2024-06-06 09:00:00,2024-06-06 09:00:00
1228,CUST-01228,Diệu,Hồ,dieu.ho2753@outlook.com,0772863942,Other,1968-04-09,Huế,Vietnam,Consumer,2023-06-23,1,2023-06-23 09:00:00,2023-06-23 09:00:00
1229,CUST-01229,Vĩnh,Đoàn,vĩnh.doan603@outlook.com,0588911352,Other,2001-11-13,Huế,Vietnam,Consumer,2023-11-27,1,2023-11-27 09:00:00,2023-11-27 09:00:00
1230,CUST-01230,Yến,Phan,yen.phan8979@hotmail.com,0352590472,Female,1977-03-07,Cần Thơ,Vietnam,Consumer,2024-05-09,1,2024-05-09 09:00:00,2024-05-09 09:00:00
1231,CUST-01231,Châu,Lý,chau.ly18@hotmail.com,0580022796,Other,1979-03-15,Bình Dương,Vietnam,Corporate,2023-11-10,1,2023-11-10 09:00:00,2023-11-10 09:00:00
1232,CUST-01232,Trọng,Nguyễn,trọng.nguyen3216@hotmail.com,0966871912,Other,1966-09-16,Đà Lạt,Vietnam,Consumer,2024-06-30,1,2024-06-30 09:00:00,2024-06-30 09:00:00
1233,CUST-01233,Hằng,Đinh,hằng.dinh1711@yahoo.com,0328898305,Female,1994-04-20,Đà Nẵng,Vietnam,Corporate,2024-07-07,1,2024-07-07 09:00:00,2024-07-07 09:00:00
1234,CUST-01234,Kiên,Đoàn,kien.doan6429@gmail.com,0708921744,Male,1974-10-22,Hải Phòng,Vietnam,Consumer,2023-05-04,0,2023-05-04 09:00:00,2023-05-04 09:00:00
1235,CUST-01235,Tuấn,Tô,tuan.to6739@gmail.com,0769817890,Other,1972-08-18,Biên Hòa,Vietnam,Home Office,2023-08-05,1,2023-08-05 09:00:00,2023-08-05 09:00:00
1236,CUST-01236,Hương,Nguyễn,huong.nguyen3614@gmail.com,0587174749,Other,1997-03-08,Quy Nhơn,Vietnam,Consumer,2023-05-02,0,2023-05-02 09:00:00,2023-05-02 09:00:00
1237,CUST-01237,Hạnh,Đinh,hạnh.dinh4126@hotmail.com,0811391559,Other,1985-04-05,Vũng Tàu,Vietnam,Corporate,2023-05-01,1,2023-05-01 09:00:00,2023-05-01 09:00:00
1238,CUST-01238,Vy,Vũ,vy.vũ5629@gmail.com,0822767490,Female,1967-08-05,TP. Hồ Chí Minh,Vietnam,Consumer,2023-06-08,1,2023-06-08 09:00:00,2023-06-08 09:00:00
1239,CUST-01239,Sơn,Nguyễn,son.nguyen113@hotmail.com,0586414377,Male,1979-07-26,Hà Nội,Vietnam,Consumer,2024-01-13,1,2024-01-13 09:00:00,2024-01-13 09:00:00
1240,CUST-01240,Toàn,Hồ,toan.ho9940@yahoo.com,0847043885,Other,1987-02-28,Đà Lạt,Vietnam,Consumer,2024-06-15,1,2024-06-15 09:00:00,2024-06-15 09:00:00
1241,CUST-01241,Ngân,Đoàn,ngan.doan8096@gmail.com,0985333179,Female,1999-05-27,Vinh,Vietnam,Consumer,2023-08-07,1,2023-08-07 09:00:00,2023-08-07 09:00:00
1242,CUST-01242,Khánh,Vũ,khanh.vũ6343@hotmail.com,0370961023,Female,2001-03-02,Đà Nẵng,Vietnam,Consumer,2023-08-18,1,2023-08-18 09:00:00,2023-08-18 09:00:00
1243,CUST-01243,Hoàng,Đinh,hoang.dinh8649@gmail.com,0834371045,Male,1995-07-24,Huế,Vietnam,Consumer,2023-01-16,0,2023-01-16 09:00:00,2023-01-16 09:00:00
1244,CUST-01244,Long,Trần,long.tran5360@hotmail.com,0945483388,Other,1964-08-10,Hà Nội,Vietnam,Consumer,2023-06-04,0,2023-06-04 09:00:00,2023-06-04 09:00:00
1245,CUST-01245,Đức,Ngô,duc.ngo9670@hotmail.com,0585666683,Male,1993-07-27,Biên Hòa,Vietnam,Consumer,2023-04-07,1,2023-04-07 09:00:00,2023-04-07 09:00:00
1246,CUST-01246,Yến,Đỗ,yen.do4969@outlook.com,0760229604,Female,1958-02-18,Quy Nhơn,Vietnam,Consumer,2023-09-08,1,2023-09-08 09:00:00,2023-09-08 09:00:00
1247,CUST-01247,Thu,Dương,thu.duong3868@gmail.com,0788048081,Female,1989-12-09,Hà Nội,Vietnam,Consumer,2023-02-02,0,2023-02-02 09:00:00,2023-02-02 09:00:00
1248,CUST-01248,Lan,Huỳnh,lan.huynh8904@gmail.com,0767171699,Female,1977-03-21,Mỹ Tho,Vietnam,Corporate,2023-10-06,1,2023-10-06 09:00:00,2023-10-06 09:00:00
1249,CUST-01249,Mai,Tô,mai.to9832@gmail.com,0772174292,Female,1984-08-18,Bắc Ninh,Vietnam,Consumer,2023-03-31,1,2023-03-31 09:00:00,2023-03-31 09:00:00
1250,CUST-01250,Lâm,Lý,lam.ly1229@yahoo.com,0766670806,Male,2003-01-23,Vũng Tàu,Vietnam,Consumer,2023-12-18,1,2023-12-18 09:00:00,2023-12-18 09:00:00
1251,CUST-01251,Hương,Đinh,huong.dinh1450@yahoo.com,0399227445,Female,1976-08-06,TP. Hồ Chí Minh,Vietnam,Corporate,2023-10-18,1,2023-10-18 09:00:00,2023-10-18 09:00:00
1252,CUST-01252,Trinh,Đinh,trinh.dinh6817@hotmail.com,0385818217,Female,1977-08-15,Vũng Tàu,Vietnam,Consumer,2024-04-05,1,2024-04-05 09:00:00,2024-04-05 09:00:00
1253,CUST-01253,Sơn,Trần,son.tran1029@outlook.com,0390304407,Male,1961-10-24,Đà Nẵng,Vietnam,Consumer,2023-04-13,1,2023-04-13 09:00:00,2023-04-13 09:00:00
1254,CUST-01254,Mỹ,Lê,my.le4408@yahoo.com,0981723685,Other,1992-06-06,Hà Nội,Vietnam,Corporate,2023-11-16,1,2023-11-16 09:00:00,2023-11-16 09:00:00
1255,CUST-01255,Thiên,Bùi,thien.bui4585@yahoo.com,0842716303,Male,2000-04-13,Thái Bình,Vietnam,Consumer,2024-03-06,1,2024-03-06 09:00:00,2024-03-06 09:00:00
1256,CUST-01256,Vy,Ngô,vy.ngo854@gmail.com,0869021444,Other,1980-10-14,Hà Nội,Vietnam,Home Office,2024-01-01,1,2024-01-01 09:00:00,2024-01-01 09:00:00
1257,CUST-01257,Tâm,Hoàng,tam.hoang7089@gmail.com,0841824225,Male,1976-02-09,Vinh,Vietnam,Consumer,2023-09-23,1,2023-09-23 09:00:00,2023-09-23 09:00:00
1258,CUST-01258,Lam,Nguyễn,lam.nguyen5331@outlook.com,0349484542,Other,1979-02-07,Hà Nội,Vietnam,Consumer,2023-12-07,1,2023-12-07 09:00:00,2023-12-07 09:00:00
1259,CUST-01259,Ngân,Đỗ,ngan.do8029@hotmail.com,0978097453,Female,1960-07-05,TP. Hồ Chí Minh,Vietnam,Consumer,2024-09-15,1,2024-09-15 09:00:00,2024-09-15 09:00:00
1260,CUST-01260,Duy,Đặng,duy.dang3667@gmail.com,0331609706,Male,1958-03-09,Đà Nẵng,Vietnam,Consumer,2023-03-04,0,2023-03-04 09:00:00,2023-03-04 09:00:00
1261,CUST-01261,Lâm,Đoàn,lam.doan7196@yahoo.com,0325498243,Other,2000-04-26,Hải Phòng,Vietnam,Consumer,2023-10-12,1,2023-10-12 09:00:00,2023-10-12 09:00:00
1262,CUST-01262,Tùng,Đặng,tung.dang1660@gmail.com,0586597263,Male,1979-08-12,TP. Hồ Chí Minh,Vietnam,Corporate,2023-12-26,1,2023-12-26 09:00:00,2023-12-26 09:00:00
1263,CUST-01263,Lan,Đỗ,lan.do2697@outlook.com,0909196084,Other,1980-06-07,Hà Nội,Vietnam,Corporate,2024-07-27,1,2024-07-27 09:00:00,2024-07-27 09:00:00
1264,CUST-01264,Nhân,Phan,nhan.phan3593@gmail.com,0356796556,Male,1972-09-24,Huế,Vietnam,Home Office,2023-07-11,1,2023-07-11 09:00:00,2023-07-11 09:00:00
1265,CUST-01265,Tâm,Trần,tam.tran509@yahoo.com,0380923271,Male,1974-06-06,Hải Phòng,Vietnam,Consumer,2023-12-25,1,2023-12-25 09:00:00,2023-12-25 09:00:00
1266,CUST-01266,Thảo,Lê,thảo.le4062@gmail.com,0845102719,Other,1964-05-15,Hà Nội,Vietnam,Home Office,2024-06-17,1,2024-06-17 09:00:00,2024-06-17 09:00:00
1267,CUST-01267,Long,Phạm,long.phạm6930@yahoo.com,0334298514,Male,1994-04-02,TP. Hồ Chí Minh,Vietnam,Consumer,2024-08-13,1,2024-08-13 09:00:00,2024-08-13 09:00:00
1268,CUST-01268,Khải,Huỳnh,khải.huynh9841@hotmail.com,0892448500,Male,1980-10-06,Đà Nẵng,Vietnam,Consumer,2024-08-16,1,2024-08-16 09:00:00,2024-08-16 09:00:00
1269,CUST-01269,Phương,Vũ,phuong.vũ8077@hotmail.com,0354057861,Other,1959-05-18,Đà Nẵng,Vietnam,Consumer,2023-04-30,1,2023-04-30 09:00:00,2023-04-30 09:00:00
1270,CUST-01270,Phong,Ngô,phong.ngo6913@yahoo.com,0364776038,Other,1962-08-03,Hà Nội,Vietnam,Corporate,2024-05-29,1,2024-05-29 09:00:00,2024-05-29 09:00:00
1271,CUST-01271,Hải,Võ,hải.võ5012@hotmail.com,0818360029,Male,1981-11-12,Hải Phòng,Vietnam,Corporate,2023-06-29,0,2023-06-29 09:00:00,2023-06-29 09:00:00
1272,CUST-01272,Phong,Đỗ,phong.do284@gmail.com,0891878503,Male,1982-11-03,Bắc Ninh,Vietnam,Consumer,2023-07-27,1,2023-07-27 09:00:00,2023-07-27 09:00:00
1273,CUST-01273,Thu,Tô,thu.to173@outlook.com,0863526821,Female,1964-10-24,Cần Thơ,Vietnam,Home Office,2024-04-03,1,2024-04-03 09:00:00,2024-04-03 09:00:00
1274,CUST-01274,Yến,Trịnh,yen.trịnh5424@outlook.com,0813161186,Other,2003-03-21,Cần Thơ,Vietnam,Consumer,2023-03-13,0,2023-03-13 09:00:00,2023-03-13 09:00:00
1275,CUST-01275,Lâm,Hoàng,lam.hoang6309@gmail.com,0339061029,Male,1984-12-20,Bình Dương,Vietnam,Consumer,2023-03-10,0,2023-03-10 09:00:00,2023-03-10 09:00:00
1276,CUST-01276,Nam,Bùi,nam.bui1664@yahoo.com,0847267086,Male,1981-12-26,Thái Nguyên,Vietnam,Corporate,2024-02-01,1,2024-02-01 09:00:00,2024-02-01 09:00:00
1277,CUST-01277,Mỹ,Lê,my.le4930@yahoo.com,0324446978,Other,1994-07-08,Huế,Vietnam,Consumer,2023-12-02,1,2023-12-02 09:00:00,2023-12-02 09:00:00
1278,CUST-01278,Châu,Vũ,chau.vũ3991@outlook.com,0706388282,Other,2001-11-19,Hà Nội,Vietnam,Consumer,2023-04-13,0,2023-04-13 09:00:00,2023-04-13 09:00:00
1279,CUST-01279,Hưng,Hoàng,hung.hoang3168@gmail.com,0901846550,Male,1996-12-22,Bình Dương,Vietnam,Home Office,2024-03-19,1,2024-03-19 09:00:00,2024-03-19 09:00:00
1280,CUST-01280,Duy,Đoàn,duy.doan1761@gmail.com,0965734669,Other,1972-12-08,Bắc Ninh,Vietnam,Consumer,2024-05-20,1,2024-05-20 09:00:00,2024-05-20 09:00:00
1281,CUST-01281,Bảo,Phan,bảo.phan5654@gmail.com,0330462776,Male,1967-06-24,Bình Dương,Vietnam,Home Office,2024-04-05,1,2024-04-05 09:00:00,2024-04-05 09:00:00
1282,CUST-01282,Khánh,Huỳnh,khanh.huynh7890@yahoo.com,0390890345,Female,1977-04-25,Bình Dương,Vietnam,Consumer,2024-05-27,1,2024-05-27 09:00:00,2024-05-27 09:00:00
1283,CUST-01283,Hiếu,Ngô,hieu.ngo7936@outlook.com,0329201675,Other,1960-01-03,Cần Thơ,Vietnam,Consumer,2023-09-06,1,2023-09-06 09:00:00,2023-09-06 09:00:00
1284,CUST-01284,Tùng,Ngô,tung.ngo1965@gmail.com,0846159994,Male,1992-05-28,TP. Hồ Chí Minh,Vietnam,Consumer,2023-03-29,1,2023-03-29 09:00:00,2023-03-29 09:00:00
1285,CUST-01285,Trinh,Võ,trinh.võ4983@yahoo.com,0371758839,Female,1987-01-18,Thái Bình,Vietnam,Home Office,2024-01-18,1,2024-01-18 09:00:00,2024-01-18 09:00:00
1286,CUST-01286,Hoàng,Đinh,hoang.dinh7296@outlook.com,0329310617,Male,1997-10-16,TP. Hồ Chí Minh,Vietnam,Corporate,2023-06-20,0,2023-06-20 09:00:00,2023-06-20 09:00:00
1287,CUST-01287,Tuấn,Võ,tuan.võ5235@yahoo.com,0919252878,Other,1973-09-04,Nha Trang,Vietnam,Consumer,2023-07-22,1,2023-07-22 09:00:00,2023-07-22 09:00:00
1288,CUST-01288,Khoa,Lê,khoa.le8678@gmail.com,0778824265,Male,1998-09-19,Bắc Ninh,Vietnam,Consumer,2024-02-29,1,2024-02-29 09:00:00,2024-02-29 09:00:00
1289,CUST-01289,Quân,Hồ,quan.ho9371@gmail.com,0984521909,Male,1978-09-26,Hà Nội,Vietnam,Consumer,2023-02-17,0,2023-02-17 09:00:00,2023-02-17 09:00:00
1290,CUST-01290,Khoa,Đoàn,khoa.doan5218@hotmail.com,0325397079,Other,2002-02-15,Hải Phòng,Vietnam,Corporate,2024-02-17,1,2024-02-17 09:00:00,2024-02-17 09:00:00
1291,CUST-01291,Phương,Trịnh,phuong.trịnh2322@gmail.com,0356633822,Other,1960-06-08,Hà Nội,Vietnam,Consumer,2023-02-08,1,2023-02-08 09:00:00,2023-02-08 09:00:00
1292,CUST-01292,Vy,Phan,vy.phan7394@hotmail.com,0321832579,Other,1982-10-12,Hải Phòng,Vietnam,Consumer,2023-06-29,0,2023-06-29 09:00:00,2023-06-29 09:00:00
1293,CUST-01293,Lan,Đỗ,lan.do6809@yahoo.com,0588379477,Female,1972-12-08,Huế,Vietnam,Consumer,2023-08-09,1,2023-08-09 09:00:00,2023-08-09 09:00:00
1294,CUST-01294,Trọng,Ngô,trọng.ngo3236@gmail.com,0984309903,Male,2002-10-04,Huế,Vietnam,Corporate,2023-11-15,1,2023-11-15 09:00:00,2023-11-15 09:00:00
1295,CUST-01295,Hưng,Dương,hung.duong5226@gmail.com,0960105123,Male,1993-07-15,Hải Phòng,Vietnam,Consumer,2023-06-19,1,2023-06-19 09:00:00,2023-06-19 09:00:00
1296,CUST-01296,Trinh,Huỳnh,trinh.huynh7272@hotmail.com,0853087240,Female,1958-12-06,TP. Hồ Chí Minh,Vietnam,Consumer,2023-01-11,0,2023-01-11 09:00:00,2023-01-11 09:00:00
